Agent	Subject	condition1	condition2	GameNb	Points	Entropy	Periodicity	Amplitude	MuIFI	StdIFI	CV	Resets	Deflations	Misses	GameSpeed	Temperature
Human	A1EQAFAN71Z0SK	slow	slow	2	1794	3.675260218	1392	0.207751589	1760.978723	2297.414574	1.304623698	4	1	1	SSS	Human
Human	A1EQAFAN71Z0SK	slow	slow	3	2064	4.097707623	1216	0.093443662	1459.52381	224.1726841	0.15359303	1	2	7	SSS	Human
Human	A1EQAFAN71Z0SK	slow	slow	4	1782	3.79324264	1264	0.188185717	1299.5	277.3696037	0.213443327	8	0	4	SSS	Human
Human	A1EQAFAN71Z0SK	slow	slow	5	2076	3.360005522	1232	0.239771673	1267.421875	247.0512222	0.194924221	4	2	5	SSS	Human
Human	A1EQAFAN71Z0SK	slow	slow	6	2394	3.194938088	1216	0.204297576	1365.533333	326.4175308	0.239040324	1	1	1	SSS	Human
Human	A1EQAFAN71Z0SK	slow	slow	7	1782	3.420913919	1232	0.34797245	1268.736111	410.9607643	0.323913508	6	1	3	SSS	Human
Human	A1EQAFAN71Z0SK	slow	slow	8	2094	3.100268819	1200	0.27500282	1209.342466	223.5266659	0.184833223	5	0	1	SSS	Human
Human	A1EQAFAN71Z0SK	slow	slow	9	2394	3.238213753	1232	0.238513387	1311.863014	383.7207645	0.292500635	3	1	1	SSS	Human
Human	A1EQAFAN71Z0SK	slow	slow	10	2370	3.530236476	1184	0.259388128	1303.413793	366.1767537	0.280936688	3	0	5	SSS	Human
Human	A1EQAFAN71Z0SK	slow	slow	11	2358	3.256076421	1232	0.337219719	1314.220588	306.0851403	0.232902408	0	2	7	SSS	Human
Human	A1EQAFAN71Z0SK	slow	slow	12	2064	3.58195764	1168	0.33137296	1240.649123	350.839519	0.282787061	5	1	8	SSS	Human
Human	A1EQAFAN71Z0SK	slow	slow	13	1494	2.987128859	1232	0.270901062	1260.95098	345.9034314	0.274319491	9	0	2	SSS	Human
Human	A1EQAFAN71Z0SK	slow	slow	14	2088	3.364895739	1280	0.289704806	1291.689189	306.5356963	0.23731382	1	3	4	SSS	Human
Human	A1EQAFAN71Z0SK	slow	slow	15	2682	2.99315816	1248	0.315856334	1222.632075	259.6276479	0.212351412	0	1	4	SSS	Human
Human	A1JFN2WUBMMI6K	slow	medium	1	516	3.901608375	944	0.077418008	1173.826446	691.7651954	0.589324936	34	7	20	SMS	Human
Human	A1JFN2WUBMMI6K	slow	medium	2	1446	3.222981128	1104	0.201690753	1222.077922	389.9761154	0.319109042	17	2	11	SMS	Human
Human	A1JFN2WUBMMI6K	slow	medium	3	1158	3.713533909	1008	0.037932731	1376.461538	356.7743556	0.259196749	11	2	7	SMS	Human
Human	A1JFN2WUBMMI6K	slow	medium	4	2076	3.402349216	1696	0.162224585	1606.293103	381.152789	0.237287198	0	1	5	SMS	Human
Human	A1JFN2WUBMMI6K	slow	medium	5	2400	3.207078828	1248	0.069416276	1428.888889	385.061826	0.269483393	1	2	0	SMS	Human
Human	A1JFN2WUBMMI6K	slow	medium	6	2140	3.146966125	928	0.309915647	901.2073171	247.5881581	0.274729414	1	12	19	SMS	Human
Human	A1JFN2WUBMMI6K	slow	medium	7	2128	3.303321172	960	0.201039287	856.8715596	277.3977074	0.323733125	0	14	19	SMS	Human
Human	A1JFN2WUBMMI6K	slow	medium	8	2976	2.892997298	752	0.251161403	749.2435897	201.4958602	0.268932378	0	5	6	SMS	Human
Human	A1JFN2WUBMMI6K	slow	medium	9	2952	3.312425016	688	0.322669654	719.7866667	151.6606117	0.210702169	0	2	13	SMS	Human
Human	A1JFN2WUBMMI6K	slow	medium	10	2960	2.970889895	720	0.218840876	767.8103448	182.9818586	0.23831648	1	2	10	SMS	Human
Human	A1JFN2WUBMMI6K	slow	medium	11	1782	3.445724908	1184	0.152159223	1271.181818	353.7066457	0.27825024	11	2	3	SMS	Human
Human	A1JFN2WUBMMI6K	slow	medium	12	2100	3.253532367	1488	0.112866019	1501.776471	478.7066983	0.318760287	6	2	0	SMS	Human
Human	A1JFN2WUBMMI6K	slow	medium	13	2100	3.641329601	1168	0.082390082	1428.888889	397.6981671	0.278326867	2	2	0	SMS	Human
Human	A1JFN2WUBMMI6K	slow	medium	14	1482	3.816333025	1488	0.107385559	1590.697674	433.8496436	0.272741735	5	3	5	SMS	Human
Human	A1JFN2WUBMMI6K	slow	medium	15	2082	3.364001844	1632	0.186988752	1648.1	487.8031848	0.295979118	1	9	3	SMS	Human
Human	A1OVGCI9KUL4MI	slow	medium	1	2070	3.429371729	1072	0.039630624	1342.890244	374.2211752	0.278668474	3	3	6	SMS	Human
Human	A1OVGCI9KUL4MI	slow	medium	2	2100	3.316787081	1200	0.056838462	1384.09375	289.555625	0.209202321	3	0	0	SMS	Human
Human	A1OVGCI9KUL4MI	slow	medium	3	2070	3.08156581	1136	0.199725643	1201.886792	360.5986459	0.300027131	7	1	6	SMS	Human
Human	A1OVGCI9KUL4MI	slow	medium	4	1470	3.571210055	1152	0.236909365	1200.57377	274.1717458	0.228367263	15	2	8	SMS	Human
Human	A1OVGCI9KUL4MI	slow	medium	5	1770	3.560731125	1072	0.202332085	1158.470588	229.8400427	0.198399549	11	1	6	SMS	Human
Human	A1OVGCI9KUL4MI	slow	medium	6	2376	2.881438547	848	0.203407732	860.3125	195.3123378	0.227024875	3	6	8	SMS	Human
Human	A1OVGCI9KUL4MI	slow	medium	7	1704	3.641380403	928	0.234896993	852.0714286	237.608085	0.27885935	5	8	25	SMS	Human
Human	A1OVGCI9KUL4MI	slow	medium	8	2784	3.297491131	816	0.213135938	849.5327103	176.188531	0.20739464	0	5	4	SMS	Human
Human	A1OVGCI9KUL4MI	slow	medium	9	2760	2.955316811	768	0.421604941	755.0826446	130.4736816	0.172793909	0	4	11	SMS	Human
Human	A1OVGCI9KUL4MI	slow	medium	10	2572	3.025796414	784	0.302498603	771.9519231	127.3010801	0.164908042	3	8	7	SMS	Human
Human	A1OVGCI9KUL4MI	slow	medium	11	1788	3.26934966	1088	0.230632006	1147.873016	213.1162953	0.185661909	11	0	3	SMS	Human
Human	A1OVGCI9KUL4MI	slow	medium	12	1782	3.331091903	1120	0.256184521	1147.050633	165.9069358	0.144637849	13	0	5	SMS	Human
Human	A1OVGCI9KUL4MI	slow	medium	13	1746	3.433717046	1184	0.278225459	1135.898305	225.9576003	0.198924146	11	3	12	SMS	Human
Human	A1OVGCI9KUL4MI	slow	medium	14	2376	3.034319203	1136	0.230122482	1157.259259	287.4657265	0.248402183	4	1	5	SMS	Human
Human	A1OVGCI9KUL4MI	slow	medium	15	2052	3.325144443	1136	0.277440443	1139.904762	250.490168	0.219746576	7	1	8	SMS	Human
Human	A1PAPIJ1ZCEQBD	slow	slow	1	0	4.754887502	0	0	0	0	0	1	23	3	SSS	Human
Human	A1PAPIJ1ZCEQBD	slow	slow	2	0	4.754887502	0	0	0	0	0	0	14	18	SSS	Human
Human	A1PAPIJ1ZCEQBD	slow	slow	3	258	4.401935926	1456	0.17901038	2052.125	771.2911152	0.375849968	4	15	9	SSS	Human
Human	A1PAPIJ1ZCEQBD	slow	slow	4	1476	3.472698977	1664	0.188470912	1989.571429	648.7109707	0.326055633	0	9	9	SSS	Human
Human	A1PAPIJ1ZCEQBD	slow	slow	5	870	3.626501209	1536	0.203005515	1836.418605	545.0955211	0.29682531	2	12	7	SSS	Human
Human	A1PAPIJ1ZCEQBD	slow	slow	6	1470	3.185766787	1392	0.09807313	1829.684932	651.5030856	0.35607392	0	13	6	SSS	Human
Human	A1PAPIJ1ZCEQBD	slow	slow	7	1464	3.841310538	1488	0.300348337	1713.205882	575.2108963	0.33575118	2	5	7	SSS	Human
Human	A1PAPIJ1ZCEQBD	slow	slow	8	2094	3.331228656	1504	0.148171262	1727.518072	518.9224786	0.300386136	0	8	2	SSS	Human
Human	A1PAPIJ1ZCEQBD	slow	slow	9	1464	3.531269241	1440	0.098160981	1686.061224	412.2530137	0.24450655	1	7	8	SSS	Human
Human	A1PAPIJ1ZCEQBD	slow	slow	10	1470	3.156072103	1504	0.126136756	1704.195402	503.7786149	0.295610829	2	11	6	SSS	Human
Human	A1PAPIJ1ZCEQBD	slow	slow	11	1470	3.52406223	1472	0.161169191	1554	507.8313226	0.326789783	3	5	8	SSS	Human
Human	A1PAPIJ1ZCEQBD	slow	slow	12	1482	3.226938586	1552	0.112620812	1644.373494	518.0534166	0.315046076	6	6	3	SSS	Human
Human	A1PAPIJ1ZCEQBD	slow	slow	13	1488	3.824494402	1408	0.135431241	1718.181818	396.8133257	0.230949555	1	8	2	SSS	Human
Human	A1PAPIJ1ZCEQBD	slow	slow	14	1788	3.634015421	1504	0.140261702	1671.275	437.6595702	0.261871667	4	7	2	SSS	Human
Human	A1PAPIJ1ZCEQBD	slow	slow	15	2076	3.60236715	1472	0.214113595	1568.545455	335.708102	0.214025103	0	2	4	SSS	Human
Human	A1QAIJ6OOQH3RL	medium	medium	1	0	4.754887502	0	0	0	0	0	32	31	47	MMM	Human
Human	A1QAIJ6OOQH3RL	medium	medium	2	580	3.256859597	896	0.165803946	877.847561	541.8363716	0.617232872	13	23	24	MMM	Human
Human	A1QAIJ6OOQH3RL	medium	medium	3	1768	3.047080445	832	0.09107751	937.4758621	304.4356018	0.32473967	3	18	8	MMM	Human
Human	A1QAIJ6OOQH3RL	medium	medium	4	1944	3.441909704	672	0.124217423	808.0776699	353.8561962	0.437898743	3	17	16	MMM	Human
Human	A1QAIJ6OOQH3RL	medium	medium	5	2380	2.999989073	816	0.128419208	844.462069	220.4070535	0.261002905	4	7	6	MMM	Human
Human	A1QAIJ6OOQH3RL	medium	medium	6	2380	3.082206825	864	0.129642558	925.3577982	338.5172342	0.365823074	1	12	5	MMM	Human
Human	A1QAIJ6OOQH3RL	medium	medium	7	2176	3.038566686	816	0.180258049	815.6126126	206.6098805	0.253318643	3	11	6	MMM	Human
Human	A1QAIJ6OOQH3RL	medium	medium	8	2340	3.178281055	752	0.220208484	748.008	236.1784917	0.31574327	2	10	16	MMM	Human
Human	A1QAIJ6OOQH3RL	medium	medium	9	2156	3.184351351	912	0.1343621	862.5125	209.3670219	0.242740855	1	13	12	MMM	Human
Human	A1QAIJ6OOQH3RL	medium	medium	10	2144	3.128424562	752	0.110328858	838.2315789	223.3378584	0.266439328	3	7	16	MMM	Human
Human	A1QAIJ6OOQH3RL	medium	medium	11	2140	3.486065304	752	0.178963659	840.3163265	211.4258975	0.251602749	2	11	16	MMM	Human
Human	A1QAIJ6OOQH3RL	medium	medium	12	2356	3.102359713	736	0.286212886	823.3529412	250.7797896	0.304583584	1	9	12	MMM	Human
Human	A1QAIJ6OOQH3RL	medium	medium	13	2756	2.946808753	704	0.228747233	762.2348485	183.1226555	0.240244402	2	6	11	MMM	Human
Human	A1QAIJ6OOQH3RL	medium	medium	14	2148	3.206055355	704	0.21024347	841.1195652	381.0417027	0.453017286	3	10	14	MMM	Human
Human	A1QAIJ6OOQH3RL	medium	medium	15	2316	3.259473968	688	0.233569852	762.1925926	206.0755164	0.270371975	4	10	21	MMM	Human
Human	A1URCANKSOR247	medium	medium	1	540	3.293697624	400	0.092491798	417.6272727	963.1923486	2.306344464	100	4	156	MMM	Human
Human	A1URCANKSOR247	medium	medium	2	0	4.754887502	0	0	0	0	0	6	26	61	MMM	Human
Human	A1URCANKSOR247	medium	medium	3	0	3.638177841	1072	0.11735773	913.4657534	491.0107853	0.537525116	23	24	92	MMM	Human
Human	A1URCANKSOR247	medium	medium	4	372	3.423726894	880	0.164868562	721.5555556	1612.319697	2.234505278	37	15	108	MMM	Human
Human	A1URCANKSOR247	medium	medium	5	480	3.655072707	736	0.066331744	407.5470852	8169.97463	20.04670117	17	31	115	MMM	Human
Human	A1URCANKSOR247	medium	medium	6	1088	3.387518673	1040	0.234003471	1148.035294	859.8893834	0.749009536	3	25	29	MMM	Human
Human	A1URCANKSOR247	medium	medium	7	724	3.144336573	992	0.262339785	1117.013889	717.056115	0.641940196	5	24	23	MMM	Human
Human	A1URCANKSOR247	medium	medium	8	1140	3.49675652	944	0.238743239	1059.8	928.2431578	0.87586635	5	13	21	MMM	Human
Human	A1URCANKSOR247	medium	medium	9	904	3.053807715	912	0.282866157	972.0460526	581.9788423	0.598715298	2	17	38	MMM	Human
Human	A1URCANKSOR247	medium	medium	10	912	3.277341733	944	0.195267538	1232.786885	1480.768776	1.201155523	1	19	28	MMM	Human
Human	A1URCANKSOR247	medium	medium	11	1128	3.318685662	992	0.204250844	1317.988636	2174.443103	1.64981931	1	15	19	MMM	Human
Human	A1URCANKSOR247	medium	medium	12	0	4.754887502	0	0	0	0	0	8	18	109	MMM	Human
Human	A1URCANKSOR247	medium	medium	13	1316	3.269816454	976	0.297800671	989.6725664	403.8216649	0.408035626	4	17	23	MMM	Human
Human	A1URCANKSOR247	medium	medium	14	312	3.346012227	1104	0.12394648	1112.804878	381.6308854	0.342945015	2	33	50	MMM	Human
Human	A1URCANKSOR247	medium	medium	15	680	3.513387062	992	0.119056924	1070.982759	391.7148634	0.365752726	4	28	34	MMM	Human
Human	A1USR9JCAMDGM3	slow	slow	1	0	4.754887502	0	0	0	0	0	6	9	13	SSS	Human
Human	A1USR9JCAMDGM3	slow	slow	2	1098	3.850192263	1280	0.165919748	1349.152542	524.6681215	0.388887176	12	8	22	SSS	Human
Human	A1USR9JCAMDGM3	slow	slow	3	2022	3.420416078	1328	0.199967815	1332.4875	445.9420644	0.334668854	1	5	14	SSS	Human
Human	A1USR9JCAMDGM3	slow	slow	4	1764	3.207801367	1152	0.162183065	1309.382979	402.8576409	0.307669832	6	4	8	SSS	Human
Human	A1USR9JCAMDGM3	slow	slow	5	1458	3.467355816	1312	0.069615147	672.5490196	4942.498683	7.348904747	8	3	14	SSS	Human
Human	A1USR9JCAMDGM3	slow	slow	6	2052	3.623265752	1264	0.038967108	1389.096154	417.6028781	0.300629209	0	3	11	SSS	Human
Human	A1USR9JCAMDGM3	slow	slow	7	2388	3.33555438	1408	0.240044809	1331.704918	307.9360879	0.231234475	3	0	3	SSS	Human
Human	A1USR9JCAMDGM3	slow	slow	8	1740	3.487837989	1328	0.195361342	1301.898734	344.220587	0.264398895	3	6	15	SSS	Human
Human	A1USR9JCAMDGM3	slow	slow	9	2070	3.410362931	1312	0.196078617	1312.940299	298.4801741	0.227337202	4	0	5	SSS	Human
Human	A1USR9JCAMDGM3	slow	slow	10	2082	3.344585458	1440	0.201580179	1414.737705	330.7108539	0.23376125	2	3	4	SSS	Human
Human	A1USR9JCAMDGM3	slow	slow	11	2388	3.216345743	1424	0.272679751	1348.721519	304.7849184	0.225980615	2	1	2	SSS	Human
Human	A1USR9JCAMDGM3	slow	slow	12	2352	3.37217266	1424	0.267771916	1427.486486	384.8398138	0.269592614	0	5	8	SSS	Human
Human	A1USR9JCAMDGM3	slow	slow	13	2376	3.267231672	1440	0.347485378	1324.892308	256.3845143	0.193513475	1	1	4	SSS	Human
Human	A1USR9JCAMDGM3	slow	slow	14	2352	3.350884998	1376	0.289685896	1329.743243	305.7419005	0.229925515	1	3	8	SSS	Human
Human	A1USR9JCAMDGM3	slow	slow	15	2064	3.450182665	1408	0.305042995	1358.43662	413.0142286	0.304036436	3	3	6	SSS	Human
Human	A1VR1XQEQQXYUE	medium	medium	1	808	3.501107293	784	0.23141024	495.8051282	6373.104378	12.85405095	22	36	68	MMM	Human
Human	A1VR1XQEQQXYUE	medium	medium	2	1412	3.547058312	832	0.210003773	835.4125	531.6914917	0.636441868	7	16	50	MMM	Human
Human	A1VR1XQEQQXYUE	medium	medium	3	1708	3.443667119	768	0.179086407	869.5151515	373.0177065	0.428995062	1	22	24	MMM	Human
Human	A1VR1XQEQQXYUE	medium	medium	4	1496	3.340542386	768	0.154050194	874.4285714	411.5490869	0.470649176	4	23	32	MMM	Human
Human	A1VR1XQEQQXYUE	medium	medium	5	1544	3.155589501	720	0.255878269	892.0138889	613.7505034	0.688050389	5	24	27	MMM	Human
Human	A1VR1XQEQQXYUE	medium	medium	6	1704	3.611442815	736	0.190807248	902.9298246	535.0132269	0.592530241	3	19	25	MMM	Human
Human	A1VR1XQEQQXYUE	medium	medium	7	1504	3.181992228	768	0.260249428	841.0704225	463.4661306	0.551043192	3	13	26	MMM	Human
Human	A1VR1XQEQQXYUE	medium	medium	8	1316	3.63466891	720	0.211966644	880.5970149	382.053644	0.433857528	1	18	21	MMM	Human
Human	A1VR1XQEQQXYUE	medium	medium	9	1100	3.765909648	672	0.302933588	1008.327869	1540.746809	1.528021645	3	25	40	MMM	Human
Human	A1VR1XQEQQXYUE	medium	medium	10	1932	3.592181489	720	0.375329563	872.3571429	479.7990661	0.550003024	2	14	19	MMM	Human
Human	A1VR1XQEQQXYUE	medium	medium	11	2116	3.301405075	704	0.308986102	801.4285714	370.7040626	0.462554089	1	11	23	MMM	Human
Human	A1VR1XQEQQXYUE	medium	medium	12	1928	3.238965301	752	0.342615419	829.4701987	246.7126598	0.297434025	1	16	25	MMM	Human
Human	A1VR1XQEQQXYUE	medium	medium	13	2324	3.407086058	720	0.384811735	743.8811881	299.6881642	0.402871008	0	11	27	MMM	Human
Human	A1VR1XQEQQXYUE	medium	medium	14	1912	3.312403626	704	0.336261668	731.2830189	254.5848546	0.348134509	5	13	26	MMM	Human
Human	A1VR1XQEQQXYUE	medium	medium	15	1904	3.248316888	720	0.383049346	722.2108844	243.8861458	0.337693811	6	11	26	MMM	Human
Human	A2ACDHSJLC41IV	slow	slow	1	294	3.647016382	208	0.171025424	1520.663462	4289.928136	2.821089771	36	5	37	SSS	Human
Human	A2ACDHSJLC41IV	slow	slow	2	570	3.639378398	1472	0.071881246	1927.677419	791.3738926	0.410532325	0	17	19	SSS	Human
Human	A2ACDHSJLC41IV	slow	slow	3	216	3.816603709	464	0.034532408	1435.875	1761.91426	1.227066604	18	15	45	SSS	Human
Human	A2ACDHSJLC41IV	slow	slow	4	1110	3.404921676	1424	0.091360655	987.2638889	8061.78522	8.165785572	4	22	38	SSS	Human
Human	A2ACDHSJLC41IV	slow	slow	5	564	3.597087077	1376	0.021790301	1870.338983	793.272809	0.424133174	2	14	17	SSS	Human
Human	A2ACDHSJLC41IV	slow	slow	6	828	4.32619571	1392	0.045861161	1988.866667	350.3192576	0.176140142	0	13	13	SSS	Human
Human	A2ACDHSJLC41IV	slow	slow	7	882	3.512629619	1760	0.031693238	2135.214286	805.7658804	0.377370031	1	14	8	SSS	Human
Human	A2ACDHSJLC41IV	slow	slow	8	1188	3.564595578	1968	0.200430111	2381.625	874.5092535	0.367190155	0	15	2	SSS	Human
Human	A2ACDHSJLC41IV	slow	slow	9	0	4.754887502	0	0	0	0	0	4	19	77	SSS	Human
Human	A2ACDHSJLC41IV	slow	slow	10	1170	3.535922118	0	0	2392.170213	859.5759301	0.359328916	1	11	6	SSS	Human
Human	A2ACDHSJLC41IV	slow	slow	11	888	4.235087761	1888	0.16529034	2633.285714	1455.843517	0.552861966	1	16	2	SSS	Human
Human	A2ACDHSJLC41IV	slow	slow	12	0	4.754887502	0	0	0	0	0	16	5	200	SSS	Human
Human	A2ACDHSJLC41IV	slow	slow	13	0	4.754887502	0	0	0	0	0	36	0	200	SSS	Human
Human	A2ACDHSJLC41IV	slow	slow	14	0	4.754887502	0	0	0	0	0	26	0	200	SSS	Human
Human	A2ACDHSJLC41IV	slow	slow	15	0	4.754887502	0	0	0	0	0	39	1	200	SSS	Human
Human	A2BA9Y6VGW6WS1	medium	medium	1	1184	2.888938897	832	0.086670617	974.4604317	452.3296574	0.464184735	8	24	11	MMM	Human
Human	A2BA9Y6VGW6WS1	medium	medium	2	2196	2.940919709	1104	0.205536516	1048.279412	321.5250812	0.306716966	0	16	1	MMM	Human
Human	A2BA9Y6VGW6WS1	medium	medium	3	2384	2.977131888	896	0.122354254	868.5258621	231.0593841	0.266036274	3	14	5	MMM	Human
Human	A2BA9Y6VGW6WS1	medium	medium	4	2564	2.874806666	720	0.173916014	705.9027778	199.8534296	0.2831175	5	6	9	MMM	Human
Human	A2BA9Y6VGW6WS1	medium	medium	5	2768	2.994635503	656	0.181490721	708.6174497	335.5606067	0.473542681	9	7	8	MMM	Human
Human	A2BA9Y6VGW6WS1	medium	medium	6	2760	2.862556175	624	0.118962036	663.2944785	193.0346907	0.291024118	9	3	10	MMM	Human
Human	A2BA9Y6VGW6WS1	medium	medium	7	2580	3.026767654	672	0.241259212	730.620155	385.2402088	0.527278376	6	5	6	MMM	Human
Human	A2BA9Y6VGW6WS1	medium	medium	8	3172	2.882738973	640	0.18398015	700.4313725	202.6232463	0.28928351	3	4	7	MMM	Human
Human	A2BA9Y6VGW6WS1	medium	medium	9	2580	2.744177804	656	0.136146863	717.137931	196.0884548	0.273431995	6	4	6	MMM	Human
Human	A2BA9Y6VGW6WS1	medium	medium	10	2752	3.188504579	624	0.245319344	651.0752688	170.0448541	0.261175416	9	2	13	MMM	Human
Human	A2BA9Y6VGW6WS1	medium	medium	11	2348	3.528123823	608	0.244864278	741.5373134	526.8209452	0.710444283	7	8	14	MMM	Human
Human	A2BA9Y6VGW6WS1	medium	medium	12	2784	2.903194097	608	0.225779516	679.2234637	199.238986	0.293333485	9	5	4	MMM	Human
Human	A2BA9Y6VGW6WS1	medium	medium	13	2976	2.837752283	640	0.223442062	655.6666667	174.6904097	0.266431738	8	4	6	MMM	Human
Human	A2BA9Y6VGW6WS1	medium	medium	14	2352	3.165546058	672	0.2681617	687.875	196.9197352	0.286272557	9	7	12	MMM	Human
Human	A2BA9Y6VGW6WS1	medium	medium	15	2556	2.870091383	624	0.353657465	610.6304348	127.147072	0.208222625	28	1	11	MMM	Human
Human	A2C0VTQOFYUP83	slow	medium	1	294	3.77301251	1504	0.135587321	1900.746269	1172.412761	0.616817079	1	11	16	SMS	Human
Human	A2C0VTQOFYUP83	slow	medium	2	546	3.896558064	1552	0.233115861	1708.321429	406.5602269	0.237988133	6	4	10	SMS	Human
Human	A2C0VTQOFYUP83	slow	medium	3	852	3.267754375	1136	0.223569185	1260.158537	333.4062368	0.264574835	10	6	11	SMS	Human
Human	A2C0VTQOFYUP83	slow	medium	4	1182	3.507253426	1280	0.194737583	1411.904762	452.5602903	0.32053174	5	4	4	SMS	Human
Human	A2C0VTQOFYUP83	slow	medium	5	882	3.1448147	1200	0.175759414	1204.036765	538.2053431	0.447000755	19	5	13	SMS	Human
Human	A2C0VTQOFYUP83	slow	medium	6	948	3.705177443	928	0.17180019	1007.731707	553.8412216	0.549591938	3	24	14	SMS	Human
Human	A2C0VTQOFYUP83	slow	medium	7	1116	3.36298567	912	0.12456133	1045.189189	501.5902192	0.479903758	4	24	23	SMS	Human
Human	A2C0VTQOFYUP83	slow	medium	8	1572	3.151895038	912	0.333511398	1018.936364	532.5721339	0.522674578	0	15	7	SMS	Human
Human	A2C0VTQOFYUP83	slow	medium	9	1748	3.177045185	864	0.234838492	72.98198198	9072.320216	124.3090414	4	19	19	SMS	Human
Human	A2C0VTQOFYUP83	slow	medium	10	1972	3.116267675	832	0.275367678	912.4693878	480.6806018	0.526790935	2	8	7	SMS	Human
Human	A2C0VTQOFYUP83	slow	medium	11	258	3.843329824	1184	0.163788221	1184.848485	482.720455	0.407411126	30	5	8	SMS	Human
Human	A2C0VTQOFYUP83	slow	medium	12	288	3.380752194	1120	0.252430081	1287.052632	415.3715805	0.322730843	25	8	6	SMS	Human
Human	A2C0VTQOFYUP83	slow	medium	13	558	3.634133338	1216	0.158317344	1314.405405	578.5618451	0.440170014	17	7	18	SMS	Human
Human	A2C0VTQOFYUP83	slow	medium	14	582	3.178082196	1136	0.136165095	1331.841584	496.1753669	0.372548337	23	5	7	SMS	Human
Human	A2C0VTQOFYUP83	slow	medium	15	1140	3.558221593	1072	0.079447891	1451.434783	502.3736117	0.34612207	7	10	11	SMS	Human
Human	A2E609OEGN4D6H	medium	slow	1	0	4.754887502	0	0	0	0	0	0	39	45	MSM	Human
Human	A2E609OEGN4D6H	medium	slow	2	1268	3.23729492	704	0.211540922	497.3259669	424.0751247	0.852710602	68	15	61	MSM	Human
Human	A2E609OEGN4D6H	medium	slow	3	1252	3.33277682	688	0.184434747	657.9160839	348.7078745	0.530018771	27	16	43	MSM	Human
Human	A2E609OEGN4D6H	medium	slow	4	0	4.300999335	672	0.378357468	739.4210526	387.5021651	0.52406158	91	26	94	MSM	Human
Human	A2E609OEGN4D6H	medium	slow	5	0	3.465158817	704	0.249397739	669.5688073	385.6222748	0.575926284	100	27	194	MSM	Human
Human	A2E609OEGN4D6H	medium	slow	6	0	4.754887502	0	0	0	0	0	54	1	135	MSM	Human
Human	A2E609OEGN4D6H	medium	slow	7	0	4.754887502	0	0	0	0	0	42	15	49	MSM	Human
Human	A2E609OEGN4D6H	medium	slow	8	0	4.754887502	0	0	0	0	0	74	6	118	MSM	Human
Human	A2E609OEGN4D6H	medium	slow	9	300	3.248760207	192	0.045994395	1105.446541	701.906296	0.634952727	35	10	42	MSM	Human
Human	A2E609OEGN4D6H	medium	slow	10	1128	3.179393667	1136	0.090900695	1347.510638	434.3212054	0.322313749	6	12	17	MSM	Human
Human	A2E609OEGN4D6H	medium	slow	11	1720	2.984582027	784	0.342274569	842.8612717	254.4167383	0.301848889	4	14	23	MSM	Human
Human	A2E609OEGN4D6H	medium	slow	12	1280	3.055203097	800	0.351369344	852.7807018	243.5795831	0.285629802	4	24	37	MSM	Human
Human	A2E609OEGN4D6H	medium	slow	13	2128	3.153373762	784	0.284746557	838.4152542	184.8230178	0.220443291	1	16	22	MSM	Human
Human	A2E609OEGN4D6H	medium	slow	14	2300	3.220696447	736	0.329615528	777.8220339	223.1336011	0.286869735	0	13	29	MSM	Human
Human	A2E609OEGN4D6H	medium	slow	15	2060	3.050471681	704	0.357875536	733.0820896	238.9043726	0.325890342	3	19	38	MSM	Human
Human	A2QS8G463BJAUU	slow	medium	1	294	3.637339238	208	0.191930685	1016.76875	1671.918876	1.644345261	67	5	46	SMS	Human
Human	A2QS8G463BJAUU	slow	medium	2	1182	3.348578822	1072	0.119537358	1320.293478	653.123624	0.494680641	13	8	9	SMS	Human
Human	A2QS8G463BJAUU	slow	medium	3	876	3.966178462	976	0.110184986	1229.75	424.8818848	0.345502651	8	3	10	SMS	Human
Human	A2QS8G463BJAUU	slow	medium	4	1452	3.994864498	1088	0.031882494	1435.2	392.4855448	0.273470976	9	4	8	SMS	Human
Human	A2QS8G463BJAUU	slow	medium	5	1782	3.254558638	1312	0.157796734	1319.266667	413.486176	0.313421226	6	2	6	SMS	Human
Human	A2QS8G463BJAUU	slow	medium	6	2736	3.190244376	592	0.260495604	670.9219858	277.5132243	0.413629647	4	5	19	SMS	Human
Human	A2QS8G463BJAUU	slow	medium	7	2952	2.642288657	544	0.4114842	586.4516129	155.9152455	0.26586208	11	2	13	SMS	Human
Human	A2QS8G463BJAUU	slow	medium	8	2364	2.724103655	576	0.452729623	596.4074074	130.2106155	0.218324947	13	3	11	SMS	Human
Human	A2QS8G463BJAUU	slow	medium	9	2748	2.850689513	576	0.362970801	613.8584071	140.9144514	0.229555301	8	2	14	SMS	Human
Human	A2QS8G463BJAUU	slow	medium	10	2736	3.01314184	560	0.306677675	633.4727273	179.7140005	0.283696508	7	9	17	SMS	Human
Human	A2QS8G463BJAUU	slow	medium	11	1176	3.667183431	1168	0.062064142	1336.892857	447.8697068	0.335007929	13	5	6	SMS	Human
Human	A2QS8G463BJAUU	slow	medium	12	2382	3.007190379	1200	0.180700128	1283.688172	267.8143707	0.208628837	3	3	3	SMS	Human
Human	A2QS8G463BJAUU	slow	medium	13	2082	3.002343806	1200	0.252273095	1178.735294	258.9446502	0.219680069	8	1	3	SMS	Human
